project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk,snapshot_year_month
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,3516.6,54.6,2016-01-01,2020-01-10,2020-01-10,2018-02-19,0,4.7,0,2018_02
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,4653.72,70.1,2016-01-01,2020-01-10,2020-01-10,2018-10-17,0,4.7,0,2018_10
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,5837.85,85.2,2016-01-01,2020-01-10,2020-01-10,2019-06-14,0,4.7,0,2019_06
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,5851.01,100.0,2016-01-01,2020-01-10,2020-01-10,2020-02-09,0,4.7,0,2020_02
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6377.04,100.0,2016-01-01,2020-01-10,2020-01-10,2020-10-06,0,4.7,0,2020_10
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6377.04,100.0,2016-01-01,2020-01-10,2020-01-10,2021-06-03,0,4.7,0,2021_06
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6306.47,100.0,2016-01-01,2020-01-10,2020-01-10,2022-01-29,0,4.7,0,2022_01
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,5953.2,100.0,2016-01-01,2020-01-10,2020-01-10,2022-09-26,0,4.7,0,2022_09
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6377.04,100.0,2016-01-01,2020-01-10,2020-01-10,2023-05-24,0,4.7,0,2023_05
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6377.04,100.0,2016-01-01,2020-01-10,2020-01-10,2024-01-19,0,4.7,0,2024_01
PAIM-1164,Project PAIM-1164 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Punjab,7010.76,7010.76,1359.56,20.9,2023-07-01,2025-10-18,2025-10-18,2024-04-26,10,4.44,1,2024_04
PAIM-1164,Project PAIM-1164 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Punjab,7010.76,7131.71,2919.79,47.6,2023-07-01,2025-10-18,2026-05-16,2024-12-22,10,4.44,1,2024_12
PAIM-1164,Project PAIM-1164 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Punjab,7010.76,7200.82,6335.76,79.0,2023-07-01,2025-10-18,2026-05-16,2025-08-19,10,4.44,1,2025_08
PAIM-1164,Project PAIM-1164 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Punjab,7010.76,7269.93,6039.26,90.0,2023-07-01,2025-10-18,2026-05-16,2026-04-16,10,4.44,1,2026_04
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,5718.18,220.84,3.5,2006-09-01,2012-02-02,2012-02-02,2007-06-28,78,31.11,1,2007_06
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,6410.02,462.33,7.8,2006-09-01,2012-02-02,2016-07-27,2008-02-23,78,31.11,1,2008_02
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,6805.36,946.83,13.6,2006-09-01,2012-02-02,2016-07-27,2008-10-20,78,31.11,1,2008_10
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7200.7,1290.77,20.6,2006-09-01,2012-02-02,2016-07-27,2009-06-17,78,31.11,1,2009_06
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,1877.04,28.5,2006-09-01,2012-02-02,2016-07-27,2010-02-12,78,31.11,1,2010_02
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,3206.38,37.2,2006-09-01,2012-02-02,2016-07-27,2010-10-10,78,31.11,1,2010_10
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,3311.99,46.6,2006-09-01,2012-02-02,2016-07-27,2011-06-07,78,31.11,1,2011_06
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,4672.14,58.0,2006-09-01,2012-02-02,2016-07-27,2012-02-02,78,31.11,1,2012_02
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,4912.16,60.0,2006-09-01,2012-02-02,2016-07-27,2012-09-29,78,31.11,1,2012_09
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,4981.47,60.0,2006-09-01,2012-02-02,2016-07-27,2013-05-27,78,31.11,1,2013_05
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,5169.87,60.0,2006-09-01,2012-02-02,2016-07-27,2014-01-22,78,31.11,1,2014_01
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,4149.47,60.0,2006-09-01,2012-02-02,2016-07-27,2014-09-19,78,31.11,1,2014_09
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,77.0,26.7,2021-03-01,2024-05-14,2024-05-14,2021-12-26,0,-1.9,0,2021_12
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,179.84,47.4,2021-03-01,2024-05-14,2024-05-14,2022-08-23,0,-1.9,0,2022_08
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,239.94,67.0,2021-03-01,2024-05-14,2024-05-14,2023-04-20,0,-1.9,0,2023_04
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,273.42,86.0,2021-03-01,2024-05-14,2024-05-14,2023-12-16,0,-1.9,0,2023_12
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,300.09,100.0,2021-03-01,2024-05-14,2024-05-14,2024-08-12,0,-1.9,0,2024_08
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,337.26,100.0,2021-03-01,2024-05-14,2024-05-14,2025-04-09,0,-1.9,0,2025_04
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,287.21,100.0,2021-03-01,2024-05-14,2024-05-14,2025-12-05,0,-1.9,0,2025_12
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,3509.5,1081.96,30.2,2019-09-01,2021-05-23,2021-05-23,2020-06-27,8,18.16,1,2020_06
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,3757.29,2879.06,69.0,2019-09-01,2021-05-23,2021-11-07,2021-02-22,8,18.16,1,2021_02
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,3898.88,3344.17,89.0,2019-09-01,2021-05-23,2021-11-07,2021-10-20,8,18.16,1,2021_10
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4040.48,3302.0,85.0,2019-09-01,2021-05-23,2021-11-07,2022-06-17,8,18.16,1,2022_06
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,3478.24,81.0,2019-09-01,2021-05-23,2021-11-07,2023-02-12,8,18.16,1,2023_02
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,3320.4,77.0,2019-09-01,2021-05-23,2021-11-07,2023-10-10,8,18.16,1,2023_10
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,2999.18,73.0,2019-09-01,2021-05-23,2021-11-07,2024-06-06,8,18.16,1,2024_06
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,2812.33,69.0,2019-09-01,2021-05-23,2021-11-07,2025-02-01,8,18.16,1,2025_02
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,2690.6,65.0,2019-09-01,2021-05-23,2021-11-07,2025-09-29,8,18.16,1,2025_09
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4146.67,2803.44,61.0,2019-09-01,2021-05-23,2021-11-07,2026-05-27,8,18.16,1,2026_05
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4358.43,541.1,11.9,2011-02-01,2014-02-15,2014-02-15,2011-11-28,33,9.52,1,2011_11
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4519.84,1399.15,27.1,2011-02-01,2014-02-15,2016-01-08,2012-07-25,33,9.52,1,2012_07
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4612.07,1823.64,45.4,2011-02-01,2014-02-15,2016-01-08,2013-03-22,33,9.52,1,2013_03
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4704.31,3165.35,66.2,2011-02-01,2014-02-15,2016-01-08,2013-11-17,33,9.52,1,2013_11
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,3830.86,74.7,2011-02-01,2014-02-15,2016-01-08,2014-07-15,33,9.52,1,2014_07
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,3615.92,69.3,2011-02-01,2014-02-15,2016-01-08,2015-03-12,33,9.52,1,2015_03
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2976.05,64.0,2011-02-01,2014-02-15,2016-01-08,2015-11-07,33,9.52,1,2015_11
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2609.9,60.0,2011-02-01,2014-02-15,2016-01-08,2016-07-04,33,9.52,1,2016_07
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2470.86,60.0,2011-02-01,2014-02-15,2016-01-08,2017-03-01,33,9.52,1,2017_03
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2932.59,60.0,2011-02-01,2014-02-15,2016-01-08,2017-10-27,33,9.52,1,2017_10
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2823.63,60.0,2011-02-01,2014-02-15,2016-01-08,2018-06-24,33,9.52,1,2018_06
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,3249.66,60.0,2011-02-01,2014-02-15,2016-01-08,2019-02-19,33,9.52,1,2019_02
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,5240.97,564.25,10.5,2011-12-01,2015-05-14,2015-05-14,2012-09-26,36,24.51,1,2012_09
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,5740.6,1509.39,23.9,2011-12-01,2015-05-14,2017-06-08,2013-05-24,36,24.51,1,2013_05
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6026.11,2507.26,39.9,2011-12-01,2015-05-14,2017-06-08,2014-01-19,36,24.51,1,2014_01
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6311.61,3203.41,58.1,2011-12-01,2015-05-14,2017-06-08,2014-09-16,36,24.51,1,2014_09
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,5450.43,77.9,2011-12-01,2015-05-14,2017-06-08,2015-05-14,36,24.51,1,2015_05
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,4414.17,77.0,2011-12-01,2015-05-14,2017-06-08,2016-01-09,36,24.51,1,2016_01
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,4898.25,73.0,2011-12-01,2015-05-14,2017-06-08,2016-09-05,36,24.51,1,2016_09
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,4776.49,69.0,2011-12-01,2015-05-14,2017-06-08,2017-05-03,36,24.51,1,2017_05
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,3690.13,65.0,2011-12-01,2015-05-14,2017-06-08,2017-12-29,36,24.51,1,2017_12
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,3659.21,61.0,2011-12-01,2015-05-14,2017-06-08,2018-08-26,36,24.51,1,2018_08
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,4403.71,60.0,2011-12-01,2015-05-14,2017-06-08,2019-04-23,36,24.51,1,2019_04
PAIM-1169,Project PAIM-1169 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5240.97,6525.74,4052.07,60.0,2011-12-01,2015-05-14,2017-06-08,2019-12-19,36,24.51,1,2019_12
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4338.16,917.65,18.9,2015-08-01,2017-11-18,2017-11-18,2016-05-27,33,8.84,1,2016_05
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4487.31,1995.88,42.9,2015-08-01,2017-11-18,2019-10-11,2017-01-22,33,8.84,1,2017_01
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4572.54,3738.89,71.6,2015-08-01,2017-11-18,2019-10-11,2017-09-19,33,8.84,1,2017_09
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4657.76,3687.09,80.0,2015-08-01,2017-11-18,2019-10-11,2018-05-17,33,8.84,1,2018_05
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3894.68,74.7,2015-08-01,2017-11-18,2019-10-11,2019-01-12,33,8.84,1,2019_01
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,2842.55,69.3,2015-08-01,2017-11-18,2019-10-11,2019-09-09,33,8.84,1,2019_09
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,2872.55,64.0,2015-08-01,2017-11-18,2019-10-11,2020-05-06,33,8.84,1,2020_05
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,2465.01,60.0,2015-08-01,2017-11-18,2019-10-11,2021-01-01,33,8.84,1,2021_01
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3237.0,60.0,2015-08-01,2017-11-18,2019-10-11,2021-08-29,33,8.84,1,2021_08
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3102.4,60.0,2015-08-01,2017-11-18,2019-10-11,2022-04-26,33,8.84,1,2022_04
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3132.64,60.0,2015-08-01,2017-11-18,2019-10-11,2022-12-22,33,8.84,1,2022_12
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3205.24,60.0,2015-08-01,2017-11-18,2019-10-11,2023-08-19,33,8.84,1,2023_08
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,224.6,33.8,2012-10-01,2015-03-20,2015-03-20,2013-07-28,0,-0.8,0,2013_07
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,509.17,60.0,2012-10-01,2015-03-20,2015-03-20,2014-03-25,0,-0.8,0,2014_03
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,680.0,84.9,2012-10-01,2015-03-20,2015-03-20,2014-11-20,0,-0.8,0,2014_11
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,743.14,100.0,2012-10-01,2015-03-20,2015-03-20,2015-07-18,0,-0.8,0,2015_07
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,729.71,100.0,2012-10-01,2015-03-20,2015-03-20,2016-03-14,0,-0.8,0,2016_03
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,693.73,100.0,2012-10-01,2015-03-20,2015-03-20,2016-11-09,0,-0.8,0,2016_11
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,743.14,100.0,2012-10-01,2015-03-20,2015-03-20,2017-07-07,0,-0.8,0,2017_07
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,704.4,100.0,2012-10-01,2015-03-20,2015-03-20,2018-03-04,0,-0.8,0,2018_03
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,698.41,100.0,2012-10-01,2015-03-20,2015-03-20,2018-10-30,0,-0.8,0,2018_10
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,683.5,100.0,2012-10-01,2015-03-20,2015-03-20,2019-06-27,0,-0.8,0,2019_06
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,660.58,100.0,2012-10-01,2015-03-20,2015-03-20,2020-02-22,0,-0.8,0,2020_02
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,688.85,100.0,2012-10-01,2015-03-20,2015-03-20,2020-10-19,0,-0.8,0,2020_10
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1570.46,224.05,14.0,2004-02-01,2007-01-16,2007-01-16,2004-11-27,17,10.29,1,2004_11
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1633.32,568.52,31.9,2004-02-01,2007-01-16,2008-01-07,2005-07-25,17,10.29,1,2005_07
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1669.24,789.88,53.1,2004-02-01,2007-01-16,2008-01-07,2006-03-22,17,10.29,1,2006_03
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1705.16,1341.27,76.8,2004-02-01,2007-01-16,2008-01-07,2006-11-17,17,10.29,1,2006_11
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1460.84,84.2,2004-02-01,2007-01-16,2008-01-07,2007-07-15,17,10.29,1,2007_07
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1250.1,80.8,2004-02-01,2007-01-16,2008-01-07,2008-03-11,17,10.29,1,2008_03
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1392.31,77.5,2004-02-01,2007-01-16,2008-01-07,2008-11-06,17,10.29,1,2008_11
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1197.94,74.2,2004-02-01,2007-01-16,2008-01-07,2009-07-04,17,10.29,1,2009_07
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1221.85,70.8,2004-02-01,2007-01-16,2008-01-07,2010-03-01,17,10.29,1,2010_03
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1022.65,67.5,2004-02-01,2007-01-16,2008-01-07,2010-10-27,17,10.29,1,2010_10
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,1098.53,64.2,2004-02-01,2007-01-16,2008-01-07,2011-06-24,17,10.29,1,2011_06
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,991.97,60.8,2004-02-01,2007-01-16,2008-01-07,2012-02-19,17,10.29,1,2012_02
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,3645.37,169.6,4.6,2009-06-01,2014-02-05,2014-02-05,2010-03-28,69,18.89,1,2010_03
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,3913.12,439.86,10.2,2009-06-01,2014-02-05,2018-01-24,2010-11-23,69,18.89,1,2010_11
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,4066.12,830.04,17.8,2009-06-01,2014-02-05,2018-01-24,2011-07-21,69,18.89,1,2011_07
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,4219.12,1253.43,26.6,2009-06-01,2014-02-05,2018-01-24,2012-03-17,69,18.89,1,2012_03
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,4333.87,1529.2,36.7,2009-06-01,2014-02-05,2018-01-24,2012-11-12,69,18.89,1,2012_11
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,4333.87,1878.21,47.7,2009-06-01,2014-02-05,2018-01-24,2013-07-10,69,18.89,1,2013_07
